,obs,action
915,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.21820648  0.33333334 -0.00948244  0.        ]
  [ 1.          0.2258038  -0.33333334 -0.00268427  0.        ]
  [ 1.          0.23544239  0.          0.01978222  0.        ]
  [ 1.          0.50528854  0.33333334 -0.00426438  0.        ]]]",[4]
916,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.21445253  0.33333334 -0.00927621  0.        ]
  [ 1.          0.22472046 -0.33333334 -0.00274163  0.        ]
  [ 1.          0.24334744  0.          0.01973363  0.        ]
  [ 1.          0.5033315   0.33333334 -0.00583131  0.        ]]]",[4]
917,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.21075246  0.33333334 -0.00924266  0.        ]
  [ 1.          0.22361645 -0.33333334 -0.00278481  0.        ]
  [ 1.          0.25123337  0.          0.01968707  0.        ]
  [ 1.          0.50075185  0.33333334 -0.00736699  0.        ]]]",[4]
918,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.20704195  0.33333334 -0.00935275  0.        ]
  [ 1.          0.22249745 -0.33333334 -0.00281373  0.        ]
  [ 1.          0.259101    0.          0.01964254  0.        ]
  [ 1.          0.49756607  0.33333334 -0.00884727  0.        ]]]",[4]
919,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.20326771  0.33333334 -0.00958115  0.        ]
  [ 1.          0.22136915 -0.33333334 -0.00282843  0.        ]
  [ 1.          0.26695114  0.          0.01960002  0.        ]
  [ 1.          0.49379987  0.33333334 -0.01025046  0.        ]]]",[4]
920,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.1993861   0.33333334 -0.00990533  0.        ]
  [ 1.          0.22023723 -0.33333334 -0.00282913  0.        ]
  [ 1.          0.27478462  0.          0.0195595   0.        ]
  [ 1.          0.48948714  0.33333334 -0.011558    0.        ]]]",[4]
921,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.19536217  0.33333334 -0.01030482  0.        ]
  [ 1.          0.21910721 -0.33333334 -0.00281618  0.        ]
  [ 1.          0.2826022   0.          0.01952094  0.        ]
  [ 1.          0.4846687   0.33333334 -0.01275479  0.        ]]]",[4]
922,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.1911688   0.33333334 -0.01076084  0.        ]
  [ 1.          0.21798451 -0.33333334 -0.00279005  0.        ]
  [ 1.          0.29040465  0.          0.01948434  0.        ]
  [ 1.          0.4793908   0.33333334 -0.01382954  0.        ]]]",[4]
923,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.18678622  0.33333334 -0.01125605  0.        ]
  [ 1.          0.2168743  -0.33333334 -0.00275131  0.        ]
  [ 1.          0.29819277  0.          0.01944965  0.        ]
  [ 1.          0.4737035   0.33333334 -0.01477484  0.        ]]]",[4]
924,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.18220134  0.33333334 -0.01177448  0.        ]
  [ 1.          0.21578151 -0.33333334 -0.00270061  0.        ]
  [ 1.          0.30596733  0.          0.01941685  0.        ]
  [ 1.          0.46765932  0.33333334 -0.0155871   0.        ]]]",[4]
925,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.17740728  0.33333334 -0.01230153  0.        ]
  [ 1.          0.21471083 -0.33333334 -0.00263865  0.        ]
  [ 1.          0.31372905  0.          0.01938591  0.        ]
  [ 1.          0.4613116   0.33333334 -0.01626627  0.        ]]]",[4]
926,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.17240272  0.33333334 -0.01282405  0.        ]
  [ 1.          0.21366665 -0.33333334 -0.00256617  0.        ]
  [ 1.          0.3214787   0.          0.01935679  0.        ]
  [ 1.          0.45471314  0.33333334 -0.01681544  0.        ]]]",[4]
927,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.1671914   0.33333334 -0.01333041  0.        ]
  [ 1.          0.21265304 -0.33333334 -0.0024839   0.        ]
  [ 1.          0.329217    0.          0.01932947  0.        ]
  [ 1.          0.44791514  0.33333334 -0.01724028  0.        ]]]",[4]
928,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.16178142  0.33333334 -0.01381063  0.        ]
  [ 1.          0.21167381 -0.33333334 -0.00239262  0.        ]
  [ 1.          0.33694464  0.          0.01930391  0.        ]
  [ 1.          0.4409661   0.33333334 -0.01754849  0.        ]]]",[4]
929,"[[[ 1.          1.          0.33333334  0.25        0.        ]
  [ 1.          0.15618463  0.33333334 -0.01425638  0.        ]
  [ 1.          0.21073245 -0.33333334 -0.00229306  0.        ]
  [ 1.          0.34466234  0.          0.01928008  0.        ]
  [ 1.          0.43391132  0.33333334 -0.0177492   0.        ]]]",[4]
930,"[[[ 1.          0.74436915  0.          0.3125      0.        ]
  [ 1.          0.10785598  0.6666667  -0.03592273  0.        ]
  [ 1.          0.22693358  0.         -0.0435239   0.        ]
  [ 1.          0.3479719   0.6666667  -0.0265177   0.        ]
  [ 1.          0.4691116   0.6666667  -0.03298983  0.        ]]]",[4]
931,"[[[ 1.          0.85739386  0.          0.25823045  0.        ]
  [ 1.          0.09948946  0.43484965 -0.01238046 -0.0416108 ]
  [ 1.          0.22063603  0.          0.00539067  0.        ]
  [ 1.          0.3368073   0.578674   -0.04620707  0.01731199]
  [ 1.          0.45518538  0.49896407 -0.04948765 -0.06195989]]]",[4]
932,"[[[ 1.          0.95910907  0.          0.25108385  0.        ]
  [ 1.          0.09542003  0.34021032 -0.0077839  -0.00295954]
  [ 1.          0.22384356  0.          0.0106477   0.        ]
  [ 1.          0.31498513  0.6571559  -0.04619234  0.00391733]
  [ 1.          0.44103992  0.34681454 -0.02508204 -0.00568563]]]",[4]
933,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5014272e-01
    0.0000000e+00]
  [ 1.0000000e+00  9.2517763e-02  3.3378670e-01 -6.7387703e-03
   -1.9531783e-04]
  [ 1.0000000e+00  2.2829725e-01  0.0000000e+00  1.1485011e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.9965034e-01  6.6587394e-01 -2.8282279e-02
    3.3349081e-04]
  [ 1.0000000e+00  4.3248728e-01  3.3432251e-01 -1.6781159e-02
   -4.2113557e-04]]]",[4]
934,"[[[ 1.00000000e+00  1.00000000e+00  0.00000000e+00  2.50018805e-01
    0.00000000e+00]
  [ 1.00000000e+00  8.99114758e-02  3.33363146e-01 -6.18744921e-03
   -1.28496085e-05]
  [ 1.00000000e+00  2.32892260e-01  0.00000000e+00  1.14411535e-02
    0.00000000e+00]
  [ 1.00000000e+00  2.90295154e-01  6.66607618e-01 -1.70999225e-02
    2.51902911e-05]
  [ 1.00000000e+00  4.26679820e-01  3.33402395e-01 -1.15265008e-02
   -2.96086564e-05]]]",[4]
935,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.7526336e-02  3.3333528e-01 -5.6207227e-03
   -8.4171791e-07]
  [ 1.0000000e+00  2.3744619e-01  0.0000000e+00  1.1299856e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.8466749e-01  6.6666257e-01 -1.0199668e-02
    1.7630308e-06]
  [ 1.0000000e+00  4.2269742e-01  3.3333799e-01 -7.8431508e-03
   -2.0051984e-06]]]",[4]
936,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000033e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.5370243e-02  3.3333346e-01 -5.0465832e-03
   -5.4868369e-08]
  [ 1.0000000e+00  2.4194559e-01  0.0000000e+00  1.1177735e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.8132719e-01  6.6666639e-01 -5.9909970e-03
    1.1768670e-07]
  [ 1.0000000e+00  4.2001665e-01  3.3333364e-01 -5.1483298e-03
   -1.3214506e-07]]]",[4]
937,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000003e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.3441041e-02  3.3333334e-01 -4.4933339e-03
   -3.5592886e-09]
  [ 1.0000000e+00  2.4640116e-01  0.0000000e+00  1.1086409e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.7938461e-01  6.6666663e-01 -3.3979837e-03
    7.6299571e-09]
  [ 1.0000000e+00  4.1830128e-01  3.3333334e-01 -3.1034162e-03
   -8.5321492e-09]]]",[4]
938,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.1728332e-02  3.3333334e-01 -3.9706468e-03
   -2.2982038e-10]
  [ 1.0000000e+00  2.5082442e-01  0.0000000e+00  1.1019943e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.7831185e-01  6.6666669e-01 -1.7492094e-03
    4.8569815e-10]
  [ 1.0000000e+00  4.1732877e-01  3.3333334e-01 -1.4942609e-03
   -5.4221316e-10]]]",[4]
939,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  8.0219887e-02  3.3333334e-01 -3.4772137e-03
   -1.4774515e-11]
  [ 1.0000000e+00  2.5522408e-01  0.0000000e+00  1.0970607e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.7780136e-01  6.6666669e-01 -6.4908207e-04
    3.0551339e-11]
  [ 1.0000000e+00  4.1694871e-01  3.3333334e-01 -1.8344815e-04
   -3.4020564e-11]]]",[4]
940,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.8904778e-02  3.3333334e-01 -3.0078832e-03
   -9.4591002e-13]
  [ 1.0000000e+00  2.5960588e-01  0.0000000e+00  1.0932109e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.7767405e-01  6.6666669e-01  1.2891492e-04
    1.9062529e-12]
  [ 1.0000000e+00  4.1705716e-01  3.3333334e-01  9.1774616e-04
   -2.1120883e-12]]]",[4]
941,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.7774249e-02  3.3333334e-01 -2.5572060e-03
   -6.0396133e-14]
  [ 1.0000000e+00  2.6397344e-01  0.0000000e+00  1.0900025e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.7782393e-01  6.6666669e-01  7.1337802e-04
    1.1834977e-13]
  [ 1.0000000e+00  4.1758034e-01  3.3333334e-01  1.8671688e-03
   -1.3000712e-13]]]",[4]
942,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.6821595e-02  3.3333334e-01 -2.1207689e-03
   -3.7747583e-15]
  [ 1.0000000e+00  2.6832882e-01  0.0000000e+00  1.0871498e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.7818659e-01  6.6666669e-01  1.1776176e-03
    7.3274720e-15]
  [ 1.0000000e+00  4.1846409e-01  3.3333334e-01  2.7030972e-03
   -7.9936058e-15]]]",[4]
943,"[[[ 1.00000000e+00  1.00000000e+00  0.00000000e+00  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  7.60416538e-02  3.33333343e-01 -1.69546332e-03
   -2.22044605e-16]
  [ 1.00000000e+00  2.72673100e-01  0.00000000e+00  1.08448025e-02
    0.00000000e+00]
  [ 1.00000000e+00  2.78721452e-01  6.66666687e-01  1.56396208e-03
    4.44089210e-16]
  [ 1.00000000e+00  4.19667542e-01  3.33333343e-01  3.45135992e-03
   -5.55111512e-16]]]",[4]
944,"[[[ 1.          1.          0.          0.25        0.        ]
  [ 1.          0.07543033  0.33333334 -0.00127932  0.        ]
  [ 1.          0.27700686  0.          0.01081897  0.        ]
  [ 1.          0.2794018   0.6666667   0.00189734  0.        ]
  [ 1.          0.42115864  0.33333334  0.0041298   0.        ]]]",[4]
945,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.4984133e-02  3.3333334e-01 -8.7125000e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.8020906e-01  6.6666669e-01  2.1928593e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.8133038e-01  0.0000000e+00  1.0793517e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.2291164e-01  3.3333334e-01  4.7510937e-03
    0.0000000e+00]]]",[4]
946,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.4699953e-02  3.3333334e-01 -4.7071991e-04
    0.0000000e+00]
  [ 1.0000000e+00  2.8112972e-01  6.6666669e-01  2.4600108e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.8564373e-01  0.0000000e+00  1.0768236e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.2490524e-01  3.3333334e-01  5.3244848e-03
    0.0000000e+00]]]",[4]
947,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  7.4574806e-02  3.3333334e-01 -7.7581055e-05
    0.0000000e+00]
  [ 1.0000000e+00  2.8215358e-01  6.6666669e-01  2.7050795e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.8994700e-01  0.0000000e+00  1.0743088e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.2712143e-01  3.3333334e-01  5.8569377e-03
    0.0000000e+00]]]",[4]
948,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 7.4605726e-02 3.3333334e-01 3.0811629e-04 0.0000000e+00]
  [1.0000000e+00 2.8327250e-01 6.6666669e-01 2.9324796e-03 0.0000000e+00]
  [1.0000000e+00 2.9424024e-01 0.0000000e+00 1.0718124e-02 0.0000000e+00]
  [1.0000000e+00 4.2954478e-01 3.3333334e-01 6.3538398e-03 0.0000000e+00]]]",[4]
949,"[[[1.00000000e+00 1.00000000e+00 0.00000000e+00 2.50000000e-01
   0.00000000e+00]
  [1.00000000e+00 7.47897178e-02 3.33333343e-01 6.86226645e-04
   0.00000000e+00]
  [1.00000000e+00 2.84479976e-01 6.66666687e-01 3.14552034e-03
   0.00000000e+00]
  [1.00000000e+00 2.98523515e-01 0.00000000e+00 1.06934365e-02
   0.00000000e+00]
  [1.00000000e+00 4.32161748e-01 3.33333343e-01 6.81947079e-03
   0.00000000e+00]]]",[4]
950,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.07512371 0.33333334 0.00105658 0.        ]
  [1.         0.28577074 0.6666667  0.00334684 0.        ]
  [1.         0.302797   0.         0.01066914 0.        ]
  [1.         0.43496045 0.33333334 0.00725731 0.        ]]]",[4]
951,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.07560459 0.33333334 0.00141901 0.        ]
  [1.         0.28714043 0.6666667  0.00353863 0.        ]
  [1.         0.30706084 0.         0.01064533 0.        ]
  [1.         0.4379302  0.33333334 0.00767025 0.        ]]]",[4]
952,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.07622916 0.33333334 0.00177341 0.        ]
  [1.         0.28858557 0.6666667  0.00372279 0.        ]
  [1.         0.31131524 0.         0.01062214 0.        ]
  [1.         0.44106144 0.33333334 0.00806072 0.        ]]]",[4]
953,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.07699419 0.33333334 0.0021197  0.        ]
  [1.         0.29010338 0.6666667  0.00390098 0.        ]
  [1.         0.31556046 0.         0.01059967 0.        ]
  [1.         0.44434556 0.33333334 0.00843081 0.        ]]]",[4]
954,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.07789643 0.33333334 0.00245785 0.        ]
  [1.         0.29169166 0.6666667  0.00407466 0.        ]
  [1.         0.31979683 0.         0.01057799 0.        ]
  [1.         0.4477747  0.33333334 0.00878232 0.        ]]]",[4]
955,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.07893264 0.33333334 0.00278787 0.        ]
  [1.         0.29334888 0.6666667  0.00424512 0.        ]
  [1.         0.32402468 0.         0.01055721 0.        ]
  [1.         0.4513417  0.33333334 0.00911682 0.        ]]]",[4]
956,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.08009955 0.33333334 0.00310983 0.        ]
  [1.         0.29507393 0.6666667  0.00441348 0.        ]
  [1.         0.32824436 0.         0.01053739 0.        ]
  [1.         0.45503992 0.33333334 0.00943571 0.        ]]]",[4]
957,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.08139398 0.33333334 0.00342381 0.        ]
  [1.         0.2968661  0.6666667  0.00458072 0.        ]
  [1.         0.33245626 0.         0.0105186  0.        ]
  [1.         0.45886335 0.33333334 0.00974022 0.        ]]]",[4]
958,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.08281273 0.33333334 0.00372994 0.        ]
  [1.         0.2987251  0.6666667  0.00474764 0.        ]
  [1.         0.33666086 0.         0.01050091 0.        ]
  [1.         0.46280643 0.33333334 0.01003143 0.        ]]]",[4]
959,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.08435269 0.33333334 0.00402835 0.        ]
  [1.         0.3006509  0.6666667  0.00491495 0.        ]
  [1.         0.34085852 0.         0.01048436 0.        ]
  [1.         0.46686402 0.33333334 0.01031033 0.        ]]]",[4]
960,"[[[ 1.          0.74579453  0.          0.3125      0.        ]
  [ 1.          0.11233819  0.33333334 -0.04644561  0.        ]
  [ 1.          0.22100455  0.6666667  -0.02630511  0.        ]
  [ 1.          0.33406934  0.33333334 -0.03060669  0.        ]
  [ 1.          0.44905436  0.33333334 -0.02188836  0.        ]]]",[4]
961,"[[[ 1.          0.85881925  0.          0.25823045  0.        ]
  [ 1.          0.10139922  0.33333334 -0.01810729  0.        ]
  [ 1.          0.22201833  0.6666667   0.02501464  0.        ]
  [ 1.          0.32270756  0.33333334 -0.03326945  0.        ]
  [ 1.          0.4499115   0.33333334  0.01968656  0.        ]]]",[4]
962,"[[[ 1.          0.96053445  0.          0.25108385  0.        ]
  [ 1.          0.09271895  0.33333334 -0.02777365  0.        ]
  [ 1.          0.23297188  0.6666667   0.02812617  0.        ]
  [ 1.          0.30850485  0.33333334 -0.03752171  0.        ]
  [ 1.          0.45818108  0.33333334  0.01974154  0.        ]]]",[4]
963,"[[[ 1.          1.          0.          0.25014272  0.        ]
  [ 1.          0.07928716  0.4165087  -0.05392044  0.08278612]
  [ 1.          0.24394037  0.6666667   0.02635518  0.        ]
  [ 1.          0.29107943  0.06012208 -0.03967768 -0.0245782 ]
  [ 1.          0.46535057  0.33333334  0.0151874   0.        ]]]",[4]
964,"[[[ 1.          1.          0.          0.2500188   0.        ]
  [ 1.          0.06273499  0.6442565  -0.03576864  0.00924432]
  [ 1.          0.25425756  0.6666667   0.02509712  0.        ]
  [ 1.          0.27419567  0.24065022 -0.03996748  0.03773652]
  [ 1.          0.47078088  0.33333334  0.0113852   0.        ]]]",[4]
965,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  4.9386907e-02  6.6484070e-01 -2.9975712e-02
    7.6035073e-04]
  [ 1.0000000e+00  2.6034272e-01  3.2571608e-01 -3.0334480e-02
    3.1716391e-03]
  [ 1.0000000e+00  2.6417890e-01  6.6666669e-01  2.4459179e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.7486499e-01  3.3333334e-01  8.6327866e-03
    0.0000000e+00]]]",[4]
966,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000033e-01
    0.0000000e+00]
  [ 1.0000000e+00  3.8259625e-02  6.6652435e-01 -2.4705799e-02
    5.9738239e-05]
  [ 1.0000000e+00  2.4910904e-01  3.3273852e-01 -2.4985528e-02
    2.4952472e-04]
  [ 1.0000000e+00  2.7390936e-01  6.6666669e-01  2.4173755e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.7601032e-01  0.0000000e+00 -3.3934247e-02
    0.0000000e+00]]]",[4]
967,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000003e-01
    0.0000000e+00]
  [ 1.0000000e+00  2.9131429e-02  6.6665602e-01 -2.0145915e-02
    4.5044817e-06]
  [ 1.0000000e+00  2.3981595e-01  3.3328861e-01 -2.0811612e-02
    1.8868217e-05]
  [ 1.0000000e+00  2.8355512e-01  6.6666669e-01  2.4042204e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6324217e-01  0.0000000e+00 -2.8967649e-02
    0.0000000e+00]]]",[4]
968,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  2.1705139e-02  6.6666591e-01 -1.6341137e-02
    3.2793375e-07]
  [ 1.0000000e+00  2.3203722e-01  3.3333007e-01 -1.7562116e-02
    1.3831117e-06]
  [ 1.0000000e+00  2.9315728e-01  6.6666669e-01  2.3951102e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5239487e-01  0.0000000e+00 -2.4450252e-02
    0.0000000e+00]]]",[4]
969,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5688952e-02  6.6666663e-01 -1.3214039e-02
    2.3185914e-08]
  [ 1.0000000e+00  2.2543798e-01  3.3333310e-01 -1.5026064e-02
    9.8951375e-08]
  [ 1.0000000e+00  3.0272168e-01  6.6666669e-01  2.3844676e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.4326672e-01  0.0000000e+00 -2.0489156e-02
    0.0000000e+00]]]",[4]
970,"[[[ 1.00000000e+00  1.00000000e+00  0.00000000e+00  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00  1.08295744e-02  6.66666687e-01 -1.06513845e-02
    1.60021951e-09]
  [ 1.00000000e+00  2.19761625e-01  3.33333313e-01 -1.30318971e-02
    6.94512359e-09]
  [ 1.00000000e+00  3.12237889e-01  6.66666687e-01  2.37008389e-02
    0.00000000e+00]
  [ 1.00000000e+00  4.35633361e-01  0.00000000e+00 -1.70809478e-02
    0.00000000e+00]]]",[4]
971,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  6.9193807e-03  6.6666669e-01 -8.5421149e-03
    1.0826362e-10]
  [ 1.0000000e+00  2.1481371e-01  3.3333334e-01 -1.1447730e-02
    4.8012083e-10]
  [ 1.0000000e+00  3.2168981e-01  6.6666669e-01  2.3515131e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.2928132e-01  0.0000000e+00 -1.4171909e-02
    0.0000000e+00]]]",[4]
972,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  3.7928249e-03  6.6666669e-01 -6.7911521e-03
    7.2044593e-12]
  [ 1.0000000e+00  2.1044694e-01  3.3333334e-01 -1.0174853e-02
    3.2790215e-11]
  [ 1.0000000e+00  3.3106115e-01  6.6666669e-01  2.3291122e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.2402199e-01  0.0000000e+00 -1.1691352e-02
    0.0000000e+00]]]",[4]
973,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.3193865e-03  6.6666669e-01 -5.3221439e-03
    4.7295501e-13]
  [ 1.0000000e+00  2.0654921e-01  3.3333334e-01 -9.1401115e-03
    2.2173374e-12]
  [ 1.0000000e+00  3.4033757e-01  6.6666669e-01  2.3035185e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.1969547e-01  0.0000000e+00 -9.5686857e-03
    0.0000000e+00]]]",[4]
